Type,Brand,Model,Benchmark,GPU_Model_Type,VRAM_Size,GPU_Model_Tier,URL
GPU,Nvidia,GeForce 9200M GS,0.55,GEFORCE,,9200,https://gpu.userbenchmark.com/SpeedTest/9090/NVIDIA-GeForce-9200M-GS
GPU,Nvidia,GeForce 9300M GS,0.55,GEFORCE,,9300,https://gpu.userbenchmark.com/SpeedTest/7759/NVIDIA-GeForce-9300M-GS
GPU,Nvidia,GeForce 9300 GS,0.55,GEFORCE,,9300,https://gpu.userbenchmark.com/SpeedTest/10867/NVIDIA-GeForce-9300-GS
GPU,Intel,4 Series Internal Chipset,0.53,,,,https://gpu.userbenchmark.com/SpeedTest/9993/IntelR-4-Series-Internal-Chipset
GPU,Intel,HD Graphics (Arrandale 0.667/0.766 GHz),0.52,,,667,https://gpu.userbenchmark.com/SpeedTest/7694/IntelR-HD-Graphics
GPU,Intel,G45/G43 Express Chipset,0.5,,,,https://gpu.userbenchmark.com/SpeedTest/7728/IntelR-G45G43-Express-Chipset
GPU,Intel,Q45/Q43 Express Chipset,0.49,,,,https://gpu.userbenchmark.com/SpeedTest/8195/IntelR-Q45Q43-Express-Chipset
GPU,ATI,Radeon 3100 Graphics,0.48,RADEON,,3100,https://gpu.userbenchmark.com/SpeedTest/9910/ATI-Radeon-3100-Graphics
GPU,Intel,G41 Express Chipset,0.48,,,,https://gpu.userbenchmark.com/SpeedTest/7732/IntelR-G41-Express-Chipset
GPU,Nvidia,Quadro FX 3450/4000 SDI,0.46,QUADRO,,3450,https://gpu.userbenchmark.com/SpeedTest/13072/NVIDIA-Quadro-FX-34504000-SDI
GPU,Nvidia,GeForce Go 7600,0.46,GEFORCE,,7600,https://gpu.userbenchmark.com/SpeedTest/7872/NVIDIA-GeForce-Go-7600
GPU,Nvidia,GeForce 8200,0.45,GEFORCE,,8200,https://gpu.userbenchmark.com/SpeedTest/11915/NVIDIA-GeForce-8200
GPU,Nvidia,GeForce 7300 GT,0.43,GEFORCE,,7300,https://gpu.userbenchmark.com/SpeedTest/8156/NVIDIA-GeForce-7300-GT
GPU,ATI,Mobility Radeon X1600,0.41,RADEON,,1600,https://gpu.userbenchmark.com/SpeedTest/8748/ATI-Mobility-Radeon-X1600
GPU,Nvidia,GeForce 6600 GT,0.4,GEFORCE,,6600,https://gpu.userbenchmark.com/SpeedTest/8656/NVIDIA-GeForce-6600-GT
GPU,ATI,MOBILITY FireGL V5250,0.39,,,5250,https://gpu.userbenchmark.com/SpeedTest/8385/ATI-MOBILITY-FireGL-V5250
GPU,Intel,Mobile Series 4 Express Chipset Family,0.39,,,,https://gpu.userbenchmark.com/SpeedTest/7651/Mobile-IntelR-4-Series-Express-Chipset-Family
GPU,Nvidia,GeForce 8400M G,0.39,GEFORCE,,8400,https://gpu.userbenchmark.com/SpeedTest/9009/NVIDIA-GeForce-8400M-G
GPU,Nvidia,GeForce 8200M G,0.34,GEFORCE,,8200,https://gpu.userbenchmark.com/SpeedTest/7912/NVIDIA-GeForce-8200M-G
GPU,Nvidia,GeForce 6600,0.27,GEFORCE,,6600,https://gpu.userbenchmark.com/SpeedTest/8606/NVIDIA-GeForce-6600
GPU,Nvidia,GeForce Go 7400,0.21,GEFORCE,,7400,https://gpu.userbenchmark.com/SpeedTest/8618/NVIDIA-GeForce-Go-7400
GPU,Nvidia,Quadro NVS 135M,0.19,QUADRO,,135,https://gpu.userbenchmark.com/SpeedTest/7758/NVIDIA-Quadro-NVS-135M
GPU,ATI,Mobility Radeon X2300,0.19,RADEON,,2300,https://gpu.userbenchmark.com/SpeedTest/8306/ATI-Mobility-Radeon-X2300
GPU,ATI,Mobility Radeon X1400,0.17,RADEON,,1400,https://gpu.userbenchmark.com/SpeedTest/7829/ATI-Mobility-Radeon-X1400
GPU,ATI,Mobility Radeon X1300,0.16,RADEON,,1300,https://gpu.userbenchmark.com/SpeedTest/11505/ATI-Mobility-Radeon-X1300
GPU,AMD,Radeon X1300,0.16,RADEON,,1300,https://gpu.userbenchmark.com/SpeedTest/9011/Radeon-X1300X1550-Series
GPU,AMD,Radeon X1550,0.15,RADEON,,1550,https://gpu.userbenchmark.com/SpeedTest/11538/Radeon-X1550-64-bit
GPU,Nvidia,Quadro NVS 440,0.13,QUADRO,,440,https://gpu.userbenchmark.com/SpeedTest/10103/NVIDIA-Quadro-NVS-440
GPU,Nvidia,GeForce 7300 LE,0.11,GEFORCE,,7300,https://gpu.userbenchmark.com/SpeedTest/7971/NVIDIA-GeForce-7300-LE
GPU,AMD,Radeon X1600,0.08,RADEON,,1600,https://gpu.userbenchmark.com/SpeedTest/9407/Radeon-X1600-Series
GPU,Nvidia,GeForce 7100 GS,0.06,GEFORCE,,7100,https://gpu.userbenchmark.com/SpeedTest/11594/NVIDIA-GeForce-7100-GS
GPU,Nvidia,GeForce 7150M / nForce 630M,0.06,GEFORCE,,7150,https://gpu.userbenchmark.com/SpeedTest/10312/NVIDIA-GeForce-7150M--nForce-630M
GPU,Nvidia,GeForce 7300 SE,0.06,GEFORCE,,7300,https://gpu.userbenchmark.com/SpeedTest/8767/NVIDIA-GeForce-7300-SE7200-GS
GPU,Nvidia,GeForce 6200,0.06,GEFORCE,,6200,https://gpu.userbenchmark.com/SpeedTest/9463/NVIDIA-GeForce-6200
GPU,Nvidia,GeForce 7300 GS,0.05,GEFORCE,,7300,https://gpu.userbenchmark.com/SpeedTest/7782/NVIDIA-GeForce-7300-GS
GPU,Nvidia,GeForce 6150SE nForce 430,0.05,GEFORCE,,6150,https://gpu.userbenchmark.com/SpeedTest/7763/NVIDIA-GeForce-6150SE-nForce-430
GPU,Nvidia,GeForce 7025 / nForce 630a,0.05,GEFORCE,,7025,https://gpu.userbenchmark.com/SpeedTest/9258/NVIDIA-GeForce-7025--NVIDIA-nForce-630a
GPU,Nvidia,GeForce 7100 / nForce 630i,0.05,GEFORCE,,7100,https://gpu.userbenchmark.com/SpeedTest/8642/NVIDIA-GeForce-7100--NVIDIA-nForce-630i
GPU,Nvidia,GeForce Go 7300,0.05,GEFORCE,,7300,https://gpu.userbenchmark.com/SpeedTest/7778/NVIDIA-GeForce-Go-7300
GPU,Nvidia,GeForce 6100,0.05,GEFORCE,,6100,https://gpu.userbenchmark.com/SpeedTest/9213/NVIDIA-GeForce-6100
GPU,Nvidia,GeForce 6150,0.05,GEFORCE,,6150,https://gpu.userbenchmark.com/SpeedTest/10968/NVIDIA-GeForce-6150
GPU,Intel,Graphics Media Accelerator 3150,0.0,,,3150,https://gpu.userbenchmark.com/SpeedTest/7678/IntelR-Graphics-Media-Accelerator-3150
