Type,Brand,Model,Benchmark,Size,Model_Type,URL
SSD,Crucial,MX300 275GB,79.4,275GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX300-275GB/Rating/3642
SSD,PNY,CS900 480GB,79.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/195106/PNY-CS900-480GB-SSD
SSD,Corsair,Neutron 256GB,79.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2557/Corsair-Neutron-SSD
SSD,Intel,535 Series 240GB,79.2,240GB,2.5-inch,https://ssd.userbenchmark.com/Intel-535-Series-240GB/Rating/3500
SSD,SanDisk,X110 256GB,79.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6828/SanDisk-SD6SB1M256G1022I
SSD,Plextor,M5M mSATA 256GB,79.1,256GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M5M-mSATA-256GB/Rating/1626
SSD,Adata,Premier Pro SP920 256GB,79.0,256GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-Pro-SP920-256GB/Rating/3454
SSD,SanDisk,X300s SATA 512GB,79.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16017/SanDisk-SD7UB2Q512G1122
SSD,Transcend,MTS400 M.2 256GB,78.9,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/18101/TS256GMTS400
SSD,Transcend,MTS800 M.2 256GB,78.9,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/20255/TS256GMTS800
SSD,OCZ,Trion 150 240GB,78.9,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Trion-150-240GB/Rating/3619
SSD,Samsung,SM841 mSATA 256GB,78.9,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4244/SAMSUNG-SSD-SM841-mSATA-256GB
SSD,Corsair,Force GS 240GB,78.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2047/Corsair-Force-GS
SSD,Toshiba,HG6 128GB,78.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12239/TOSHIBA-THNSNJ128GCSU
SSD,Intel,S3500 Series 300GB,78.8,300GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9352/INTEL-SSDSC2BB300G4
SSD,PNY,SSD2SC120G709A104-432278 120GB,78.8,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7030/SSD2SC120G709A104-432278
SSD,SanDisk,X100 512GB,78.7,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21973/SanDisk-SD5SB2512G
SSD,Liteonit,LMT-256 256GB,78.6,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6096/LITEONIT-LITEONIT-LMT-256
SSD,SanDisk,X300 256GB,78.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/19618/SanDisk-SD7SB6S256G1122
SSD,Adata,Premier SP550 240GB,78.5,240GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-SP550-240GB/Rating/3623
SSD,Transcend,SSD340 256GB,78.5,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3495/TS256GSSD340
SSD,Intel,520 Series 240GB,78.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3641/INTEL-SSDSC2CW240A3
SSD,Plextor,M3 256GB,78.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3752/PLEXTOR-PX-256M3
SSD,Kingston,SSDNow KC300 240GB,78.3,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8366/KINGSTON-SKC300S37A240G
SSD,Mushkin,Striker 240GB,78.3,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/36396/MKNSSDST240GB
SSD,Corsair,Neutron GTX 120GB,78.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1081/Corsair-Neutron-GTX-SSD
SSD,Liteonit,LCS-128L9S-11 2.5 7mm 128GB,78.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8908/LITEON-IT-LCS-128L9S-11-25-7mm-128GB
SSD,Seagate,600 Pro 240GB,78.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7447/ST240FP0021
SSD,Plextor,PX-128M5 128GB,78.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4068/PLEXTOR-PX-128M5
SSD,Corsair,Force GT 240GB,78.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1132/Corsair-Force-GT
SSD,Samsung,"SM841 2.5"" 7mm 128GB",78.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5663/SAMSUNG-SSD-SM841-25--7mm-128GB
SSD,Geil,Zenith A3 240GB,78.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/22706/GeIL-ZENITH-A3-240GB
SSD,Plextor,PX-128M3P 128GB,77.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3527/PLEXTOR-PX-128M3P
SSD,Liteonit,LMT-256L9M-11 MSATA 256GB,77.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12690/LITEONIT-LMT-256L9M-11-MSATA-256GB
SSD,Kingston,HyperX 240GB,77.7,240GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-HyperX-240GB/Rating/1327
SSD,Corsair,Neutron (v0) 240GB,77.7,240GB,2.5-inch,https://ssd.userbenchmark.com/Corsair-Neutron-v0-240GB/Rating/1405
SSD,Samsung,SM841N mSATA 256GB,77.7,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/17959/SAMSUNG-SSD-SM841N-mSATA
SSD,Crucial,BX200 480GB,77.6,480GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX200-480GB/Rating/3627
SSD,OCZ,Vertex 3 240GB,77.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2653/OCZ-VERTEX3
SSD,Adata,Ultimate SU800 128GB,77.2,128GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Ultimate-SU800-128GB/Rating/3911
SSD,Liteonit,LMT-256M6M 256GB,77.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5242/LITEONIT-LMT-256M6M
SSD,Intel,540s Series 240GB,77.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/125849/INTEL-SSDSC2KW240H6
SSD,AMD,Radeon R3 240GB,77.1,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/134613/R3SL240G
SSD,Intel,S3500 Series 240GB,77.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/14275/INTEL-SSDSC2BB240G4
SSD,Apple,SD0256F 251GB,77.0,251GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6365/APPLE-SSD-SD0256F
SSD,PNY,SSD2SC240GD4DH08B-T 240GB,76.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7546/SSD2SC240GD4DH08B-T
SSD,Crucial,M500 mSATA 480GB,76.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5698/Crucial-CT480M500SSD3
SSD,SanDisk,X300s SATA M.2 256GB,76.8,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/25276/SanDisk-SD7SN3Q256G1002
SSD,SanDisk,Ultra Plus 128GB,76.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-Plus-128GB/Rating/1887
SSD,Intel,335 Series 240GB,76.8,240GB,2.5-inch,https://ssd.userbenchmark.com/Intel-335-Series-240GB/Rating/1942
SSD,Adata,XPG SX900 256GB,76.6,256GB,2.5-inch,https://ssd.userbenchmark.com/Adata-XPG-SX900-256GB/Rating/1819
SSD,Crucial,M500 240GB,76.6,240GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-M500-240GB/Rating/1551
SSD,Patriot,Blast 240GB,76.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/33423/Patriot-Blast
SSD,Adata,SU635 960GB,76.5,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/802076/ADATA-SU635
SSD,Mushkin,Triactor 240GB,76.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/76610/MKNSSDTR240GB
SSD,Patriot,Pyro SE 240GB,76.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15337/Patriot-Pyro-SE
SSD,Toshiba,THNSNH128GCST 128GB,76.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5795/TOSHIBA-THNSNH128GCST
SSD,Transcend,MSA370 mSATA 256GB,76.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/16272/TS256GMSA370
SSD,Samsung,SM841 mSATA 128GB,76.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6657/SAMSUNG-SSD-SM841-mSATA-128GB
SSD,Crucial,BX100 120GB,76.2,120GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX100-120GB/Rating/3489
SSD,Liteonit,LMT-128L9M-11 MSATA 128GB,76.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12669/LITEONIT-LMT-128L9M-11-MSATA-128GB
SSD,SanDisk,Extreme 240GB,76.2,240GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Extreme-240GB/Rating/1328
SSD,Intel,545s Series 128GB,76.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/372338/INTEL-SSDSC2KW128G8
SSD,Crucial,BX200 240GB,76.1,240GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-BX200-240GB/Rating/3626
SSD,SanDisk,Ultra II 120GB,76.0,120GB,2.5-inch,https://ssd.userbenchmark.com/SanDisk-Ultra-II-120GB/Rating/3486
SSD,SanDisk,X400 256GB,76.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/81834/SanDisk-SD8SB8U256G1122
SSD,Crucial,MX100 128GB,75.9,128GB,2.5-inch,https://ssd.userbenchmark.com/Crucial-MX100-128GB/Rating/2618
SSD,SanDisk,X300 128GB,75.9,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/20791/SanDisk-SD7SB6S128G1122
SSD,Samsung,MZNTE512HMJH-000SO 512GB,75.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7215/SAMSUNG-MZNTE512HMJH-000SO
SSD,Intel,530 Series 240GB,75.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3104/INTEL-SSDSC2BW240A4
SSD,Liteonit,LCT-256M3S 2.5 7mm 256GB,75.7,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2666/LITEONIT-LCT-256M3S-25-7mm-256GB
SSD,Seagate,600 120GB,75.6,120GB,2.5-inch,https://ssd.userbenchmark.com/Seagate-600-120GB/Rating/1891
SSD,Adata,Premier SP550 120GB,75.6,120GB,2.5-inch,https://ssd.userbenchmark.com/Adata-Premier-SP550-120GB/Rating/3622
SSD,Toshiba,HG6 SATA M.2 128GB,75.5,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/14053/TOSHIBA-THNSNJ128G8NU
SSD,SanDisk,X110 SATA M.2 256GB,75.5,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/10522/SanDisk-SD6SN1M-256G-1006
SSD,OCZ,Vertex 450 128GB,75.5,128GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-450-128GB/Rating/1896
SSD,Liteonit,LAT-256M3S 256GB,75.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/9087/LITEONIT-LAT-256M3S
SSD,Corsair,Performance Pro 128GB,75.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5273/Corsair-Performance-Pro
SSD,Liteonit,LCM-256M3S 256GB,75.3,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5988/LITEONIT-LCM-256M3S
SSD,Toshiba,THNSNS120GBSP 120GB,75.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7190/TOSHIBA-THNSNS120GBSP
SSD,OCZ,Vertex 3 MAX IOPS 240GB,75.2,240GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Vertex-3-MAX-IOPS-240GB/Rating/376
SSD,PNY,CS1311 120GB,75.1,120GB,2.5-inch,https://ssd.userbenchmark.com/PNY-CS1311-120GB/Rating/3614
SSD,Samsung,MZ7TE512HMHP-000 512GB,75.0,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10608/SAMSUNG-MZ7TE512HMHP-000
SSD,Toshiba,Q300 240GB,74.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/35974/TOSHIBA-Q300
SSD,Toshiba,Q300 240GB,74.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/35974/TOSHIBA-Q300
SSD,Toshiba,HG6 mSATA 256GB,74.9,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10622/TOSHIBA-THNSNJ256GMCU
SSD,Transcend,SSD320 256GB,74.9,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3357/TS256GSSD320
SSD,AMD,Radeon R3 480GB,74.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/134345/R3SL480G
SSD,SanDisk,X300s Non-Secure 128GB,74.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/21087/SanDisk-SD7SB3Q128G1002
SSD,Plextor,M5M mSATA 128GB,74.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5214/PLEXTOR-PX-128M5M
SSD,OCZ,RevoDrive 3 X2 PCIe 240GB,74.7,240GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/6546/OCZ-REVODRIVE3-X2
SSD,Mushkin,Chronos Deluxe 240GB,74.7,240GB,2.5-inch,https://ssd.userbenchmark.com/Mushkin-Chronos-Deluxe-240GB/Rating/1820
SSD,OCZ,Vertex 3 256GB,74.7,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5486/OCZ-VERTEX3
SSD,Plextor,M6V 128GB,74.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/31385/PLEXTOR-PX-128M6V
SSD,SanDisk,X300s SATA 128GB,74.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/17035/SanDisk-SD7UB3Q128G1122
SSD,Intel,330 Series 240GB,74.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3643/INTEL-SSDSC2CT240A3
SSD,Geil,Zenith S3 240GB,74.3,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15208/GeIL-ZENITH-S3-240GB
SSD,Kingston,A400 480GB,74.3,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/296710/KINGSTON-SA400S37480G
SSD,Corsair,Force GS 128GB,74.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3191/Corsair-Force-GS
SSD,Liteonit,LCT-256M3S-41 7mm 256GB FDE,74.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5825/LITEONIT-LCT-256M3S-41-7mm-256GB-FDE
SSD,Transcend,SD720 256GB,74.2,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11778/TS256GSS-TS256GSSD720
SSD,Toshiba,HG5d Q Series mSATA 128GB,74.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3134/TOSHIBA-THNSNH128GMCT
SSD,Kingston,HyperX 3K 120GB,74.1,120GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-HyperX-3K-120GB/Rating/1894
SSD,Intel,520 Series 120GB,74.0,120GB,2.5-inch,https://ssd.userbenchmark.com/Intel-520-Series-120GB/Rating/1935
SSD,Adata,SP900 256GB,74.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3534/ADATA-SP900
SSD,Liteonit,L8T-128L6G-HP 128GB,74.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4986/LITEONIT-L8T-128L6G-HP
SSD,OCZ,Trion 150 120GB,74.0,120GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Trion-150-120GB/Rating/3618
SSD,Adata,S511 240GB,73.7,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2462/ADATA-SS-D-S511-240GB
SSD,Intel,535 Series 120GB,73.5,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/28259/INTEL-SSDSC2BW120H6
SSD,Adata,SP600 128GB,73.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7306/ADATA-SP600
SSD,SanDisk,X400 128GB,73.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/68942/SanDisk-SD8SB8U128G1122
SSD,Intel,535 Series 180GB,73.4,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/27834/INTEL-SSDSC2BW180H6
SSD,OCZ,Vertex 3 MAX IOPS 120GB,73.4,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1201/OCZ-VERTEX3-MI
SSD,Plextor,M3 128GB,73.3,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1301/PLEXTOR-PX-128M3
SSD,PNY,XLR8 Pro 240GB,73.3,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/19864/SSD2SC240GE2DA16B-T
SSD,Samsung,MZFLV128 NVMe PCIe M.2 128GB,73.2,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/36806/NVMe-SAMSUNG-MZFLV128
SSD,SanDisk,X100 128GB,73.2,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3767/SanDisk-SD5SB2-128G-1006E
SSD,Samsung,830 512GB,73.2,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1612/SAMSUNG-SSD-830-Series
SSD,SK,hynix SH920 2.5 256GB,73.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6594/SK--hynix-SH920-25
SSD,SanDisk,X110 SATA M.2 128GB,73.1,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/9934/SanDisk-SD6SN1M128G1002
SSD,Plextor,M5S 128GB,73.0,128GB,2.5-inch,https://ssd.userbenchmark.com/Plextor-M5S-128GB/Rating/2261
SSD,Corsair,Force GS 180GB,73.0,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1010/Corsair-Force-GS
SSD,PNY,CS900 240GB,72.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/180142/PNY-CS900-240GB-SSD
SSD,Gigabyte,SSD 240GB,72.9,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/554572/GIGABYTE-GP-GSTFS31240GNTD
SSD,SanDisk,X110 mSATA 256GB,72.9,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10872/SanDisk-SD6SF1M256G1022
SSD,Kingston,SSDNow UV400 480GB,72.8,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/138433/KINGSTON-SUV400S37480G
SSD,Intel,525 Series mSATA 240GB,72.8,240GB,2.5-inch,https://ssd.userbenchmark.com/Intel-525-Series-mSATA-240GB/Rating/1509
SSD,SK,hynix SH920 2.5 128GB,72.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12032/SK--hynix-SH920-25
SSD,Intel,335 Series 180GB,72.8,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1641/INTEL-SSDSC2CT180A4
SSD,Samsung,SM841N mSATA 512GB,72.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/11367/SAMSUNG-SSD-SM841N-mSATA
SSD,Samsung,SM841 mSATA 512GB,72.8,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4000/SAMSUNG-SSD-SM841-mSATA-512GB
SSD,Liteonit,LMT-256M6M mSATA 256GB,72.7,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/2486/LITEONIT-LMT-256M6M-mSATA-256GB
SSD,Team,XS3 SSD 240GB,72.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8108/TEAM-XS3-SSD
SSD,SanDisk,X110 SATA M.2 128GB,72.4,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/20731/SanDisk-SD6SP1M128G1012
SSD,OCZ,Agility 4 256GB,72.3,256GB,2.5-inch,https://ssd.userbenchmark.com/OCZ-Agility-4-256GB/Rating/1606
SSD,Samsung,MZMTE512HMHP-00000 512GB,72.3,512GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5246/SAMSUNG-MZMTE512HMHP-00000
SSD,AMD,Radeon R3 120GB,72.3,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/124132/R3SL120G
SSD,,INTENSO 256GB,72.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6851/INTENSO
SSD,Mushkin,ECO2 240GB,72.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/24676/MKNSSDEC240GB
SSD,Plextor,PX-128M2P 128GB,72.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6634/PLEXTOR--PX-128M2P
SSD,SanDisk,Z400s 256GB,72.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/34116/SanDisk-SD8SBAT256G1122
SSD,Samsung,830 256GB,71.8,256GB,2.5-inch,https://ssd.userbenchmark.com/Samsung-830-256GB/Rating/1387
SSD,OCZ,Vertex 4 64GB,71.8,64GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1650/OCZ-VERT-OCZ-VERTEX4
SSD,Kingston,SSDNow V+200 240GB,71.8,240GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-SSDNow-V-200-240GB/Rating/1445
SSD,Toshiba,THNSNH256G8NT 256GB,71.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12184/TOSHIBA-THNSNH256G8NT
SSD,Samsung,SM841N mSATA 128GB,71.8,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13601/SAMSUNG-SSD-SM841N-mSATA
SSD,Mushkin,Chronos 240GB,71.7,240GB,2.5-inch,https://ssd.userbenchmark.com/Mushkin-Chronos-240GB/Rating/1622
SSD,Corsair,Force GT 180GB,71.6,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1126/Corsair-Force-GT
SSD,Liteonit,LMT-128M6M mSATA 128GB,71.6,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5385/LITEONIT-LMT-128M6M-mSATA-128GB
SSD,Kingston,SSDNow V+200 Series 120GB,71.6,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/1218/KINGSTON-SVP200S3120G
SSD,Intel,520 Series 180GB,71.5,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4086/INTEL-SSDSC2CW180A3
SSD,Kingston,SSDNow UV400 240GB,71.5,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/137815/KINGSTON-SUV400S37240G
SSD,Kingston,SSDNow KC300 120GB,71.5,120GB,2.5-inch,https://ssd.userbenchmark.com/Kingston-SSDNow-KC300-120GB/Rating/2264
SSD,SanDisk,X110 SATA M.2 256GB,71.4,256GB,M.2,https://ssd.userbenchmark.com/SpeedTest/8660/SanDisk-SD6SP1M256G1012
SSD,Toshiba,HG6 mSATA 128GB,71.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/10610/TOSHIBA-THNSNJ128GMCU
SSD,Intel,SSD Pro 1500 Series 240GB,71.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,Intel,SSD Pro 1500 Series 240GB,71.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/6255/INTEL-SS-DSC2BF240A4L
SSD,Transcend,SSD220 240GB,71.4,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/129705/TS240GSSD220S
SSD,Toshiba,HG5d Q Series mSATA 256GB,71.4,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5507/TOSHIBA-THNSNH256GMCT
SSD,Corsair,Force LX 128GB,71.4,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/12531/CORSAIR-FORCE-LX-SSD
SSD,SanDisk,X110 128GB,71.1,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/8226/SanDisk-SD6SB1M128G1022I
SSD,Liteonit,LMT-19nmBGA-256G-DS 256GB,71.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4373/LITEONIT-LMT-19nmBGA-256G-DS
SSD,Intel,530 Series 180GB,71.0,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4282/INTEL-SSDSC2BW180A4
SSD,SanDisk,X300s SATA M.2 128GB,71.0,128GB,M.2,https://ssd.userbenchmark.com/SpeedTest/25335/SanDisk-SD7SN3Q-128G-1006
SSD,Liteonit,LMT-256M6M-HP 256GB,71.0,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/7110/LITEONIT-LMT-256M6M-HP
SSD,Kingston,SSDNow KC300 180GB,70.9,180GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5528/KINGSTON-SKC300S37A180G
SSD,HP,S700 500GB,70.8,500GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/337629/HP-SSD-S700-500GB
SSD,SanDisk,mSATA SD5SE2256G1002E 256GB,70.8,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/3945/SanDisk-SD5SE2256G1002E
SSD,OCZ,VERTEX2 240GB,70.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/127/OCZ-VERTEX2
SSD,OCZ,Trion 100 960GB,70.8,960GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/34219/OCZ-TRION100
SSD,HyperX,Fury 240GB,70.8,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13145/KINGSTON-SHFS37A240G
SSD,Transcend,SSD370 128GB,70.8,128GB,2.5-inch,https://ssd.userbenchmark.com/Transcend-SSD370-128GB/Rating/2699
SSD,Liteonit,LMT-128M6M 128GB,70.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/4933/LITEONIT-LMT-128M6M
SSD,Adata,Premier SP610 128GB,70.7,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/13709/ADATA-SP610
SSD,Adata,SU635 480GB,70.5,480GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/764320/ADATA-SU635
SSD,OCZ,RevoDrive 3 PCIe 240GB,70.2,240GB,PCIe,https://ssd.userbenchmark.com/SpeedTest/1346/OCZ-REVODRIVE3
SSD,Toshiba,Q300 120GB,70.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,Toshiba,Q300 120GB,70.2,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/35283/TOSHIBA-Q300
SSD,PNY,Optima 120GB,70.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,PNY,Optima 120GB,70.1,120GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/15456/SSD2SC120G1SA754D117-443
SSD,SK,hynix SH920 mSATA 256GB,70.1,256GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5328/SK-hynix-SH920-mSATA-256GB
SSD,Corsair,Neutron 128GB,70.0,128GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/5914/Corsair-Neutron-SSD
SSD,Adata,SU650 240GB,70.0,240GB,2.5-inch,https://ssd.userbenchmark.com/SpeedTest/351933/ADATA-SU650
