Type,Brand,Model,Benchmark,Size,Model_Name,Storage_Size,Year,URL
HDD,WD,WD15EVDS-73V9B1 1.5TB,41.6,5TB,WD15EVDS-73V9B1 1.,5TB,,https://hdd.userbenchmark.com/SpeedTest/6540/WDC-WD15EVDS-73V9B1
HDD,Hitachi,HTS725050A9A360 500GB,41.5,500GB,HTS725050A9A360,500GB,,https://hdd.userbenchmark.com/SpeedTest/416/Hitachi-HTS725050A9A360
HDD,Hitachi,HDT721016SLA380 160GB,41.4,160GB,HDT721016SLA380,160GB,,https://hdd.userbenchmark.com/SpeedTest/10627/Hitachi-HDT721016SLA380
HDD,Hitachi,HDP72505 500GB,41.4,500GB,HDP72505,500GB,,https://hdd.userbenchmark.com/SpeedTest/5536/Hitachi-HDP72505
HDD,WD,Green 750GB (2009),41.2,750GB,Green,750GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/3726/WDC-WD7500AADS-00M2B0
HDD,WD,"Black 2.5"" 320GB (2013)",41.2,320GB,"Black 2.5""",320GB,2013.0,https://hdd.userbenchmark.com/SpeedTest/6418/WDC-WD3200BEKX-00B7WT0
HDD,Toshiba,MQ01ABD064 640GB,41.2,640GB,MQ01ABD064,640GB,,https://hdd.userbenchmark.com/SpeedTest/8271/TOSHIBA-MQ01ABD064
HDD,Hitachi,Deskstar P7K500 500GB,41.1,500GB,Deskstar P7K500,500GB,,https://hdd.userbenchmark.com/SpeedTest/745/Hitachi-HDP725050GLA360
HDD,WD,WD10EAVS-00D7B1 1TB,41.1,1TB,WD10EAVS-00D7B1,1TB,,https://hdd.userbenchmark.com/SpeedTest/256/WDC-WD10EAVS-00D7B1
HDD,Hitachi,HTS725032A9A360 320GB,41.0,320GB,HTS725032A9A360,320GB,,https://hdd.userbenchmark.com/SpeedTest/5927/Hitachi-HTS725032A9A360
HDD,Hitachi,HTS545050A7E380 500GB,41.0,500GB,HTS545050A7E380,500GB,,https://hdd.userbenchmark.com/SpeedTest/664/Hitachi-HTS545050A7E380
HDD,Samsung,HN-M500MBB 500GB,41.0,500GB,HN-M500MBB,500GB,,https://hdd.userbenchmark.com/SpeedTest/4774/SAMSUNG-HN-M500MBB
HDD,WD,"Black 2.5"" 320GB (2010)",40.8,320GB,"Black 2.5""",320GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/35/WDC-WD3200BEKT-60V5T1
HDD,Toshiba,MQ01ABF032 320GB,40.8,320GB,MQ01ABF032,320GB,,https://hdd.userbenchmark.com/SpeedTest/5425/TOSHIBA-MQ01ABF032
HDD,Seagate,ST3160318AS 160GB,40.8,160GB,ST3160318AS,160GB,,https://hdd.userbenchmark.com/SpeedTest/1676/ST3160318AS
HDD,Samsung,HN-M101M 1TB,40.7,1TB,HN-M101M,1TB,,https://hdd.userbenchmark.com/SpeedTest/5762/SAMSUNG-HN-M101M
HDD,Seagate,ST500LT032-1E9142 500GB,40.6,500GB,ST500LT032-1E9142,500GB,,https://hdd.userbenchmark.com/SpeedTest/12252/ST500LT032-1E9142
HDD,,WL640GSA872 640GB,40.5,640GB,WL640GSA872,640GB,,https://hdd.userbenchmark.com/SpeedTest/9895/WL640GSA872
HDD,Hitachi,HTS545050A7E680 500GB,40.5,500GB,HTS545050A7E680,500GB,,https://hdd.userbenchmark.com/SpeedTest/2870/HGST-HTS545050A7E680
HDD,WD,Green 500GB (2009),40.5,500GB,Green,500GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/1125/WDC-WD5000AADS-00S9B0
HDD,Hitachi,HTS545050A7E3800 500GB,40.5,500GB,HTS545050A7E3800,500GB,,https://hdd.userbenchmark.com/SpeedTest/6179/HGST-HTS545050A7E3800
HDD,Seagate,"Momentus Thin 7200 2.5"" 250GB",40.4,250GB,"Momentus Thin 7200 2.5""",250GB,,https://hdd.userbenchmark.com/SpeedTest/5055/ST250LT007-9ZV14C
HDD,Hitachi,HDT721032SLA 320GB,40.4,320GB,HDT721032SLA,320GB,,https://hdd.userbenchmark.com/SpeedTest/6947/Hitachi-HDT721032SLA
HDD,Seagate,ST500LM011 HM501II 500GB,40.3,500GB,ST500LM011 HM501II,500GB,,https://hdd.userbenchmark.com/SpeedTest/12328/ST500LM011-HM501II
HDD,Toshiba,MQ01ABD032 320GB,40.3,320GB,MQ01ABD032,320GB,,https://hdd.userbenchmark.com/SpeedTest/3087/TOSHIBA-MQ01ABD032
HDD,Hitachi,HTS725025A9A364 250GB,40.1,250GB,HTS725025A9A364,250GB,,https://hdd.userbenchmark.com/SpeedTest/6783/Hitachi-HTS725025A9A364
HDD,Seagate,ST3250310CS 250GB,40.1,250GB,ST3250310CS,250GB,,https://hdd.userbenchmark.com/SpeedTest/7048/ST3250310CS
HDD,Samsung,MMCRE28G8MXP-0VBL1 128GB,40.1,128GB,MMCRE28G8MXP-0VBL1,128GB,,https://hdd.userbenchmark.com/SpeedTest/5433/SAMSUNG-MMCRE28G8MXP-0VBL1
HDD,Toshiba,MK7559GSXP 750GB,40.1,750GB,MK7559GSXP,750GB,,https://hdd.userbenchmark.com/SpeedTest/3733/TOSHIBA-MK7559GSXP
HDD,Samsung,HM100UI 1TB,40.1,1TB,HM100UI,1TB,,https://hdd.userbenchmark.com/SpeedTest/5426/SAMSUNG-HM100UI
HDD,WD,WD740ADFD-00NLR1 74GB,40.0,74GB,WD740ADFD-00NLR1,74GB,,https://hdd.userbenchmark.com/SpeedTest/3613/WDC-WD740ADFD-00NLR1
HDD,WD,Blue 160GB (2007),39.9,160GB,Blue,160GB,2007.0,https://hdd.userbenchmark.com/SpeedTest/1801/WDC-WD1600AAJS-00YZCA0
HDD,WD,WD8088AADS-00M2B0 809GB,39.9,809GB,WD8088AADS-00M2B0,809GB,,https://hdd.userbenchmark.com/SpeedTest/10079/WDC-WD8088AADS-00M2B0
HDD,Seagate,ST500LM0 ST500LM012 HN-M5 500GB,39.8,500GB,ST500LM0 ST500LM012 HN-M5,500GB,,https://hdd.userbenchmark.com/SpeedTest/9065/ST500LM0-ST500LM012-HN-M5
HDD,WD,WD10S21X-24R1BT0-SSHD-8GB 1TB,39.8,8GB,WD10S21X-24R1BT0-SSHD,8GB,,https://hdd.userbenchmark.com/SpeedTest/12991/WDC-WD10S21X-24R1BT0-SSHD-8GB
HDD,WD,"Blue 2.5"" 320GB (2012)",39.7,320GB,"Blue 2.5""",320GB,2012.0,https://hdd.userbenchmark.com/SpeedTest/458/WDC-WD3200LPVT-22G33T0
HDD,WD,WD6400AACS-00G8B1 640GB,39.6,640GB,WD6400AACS-00G8B1,640GB,,https://hdd.userbenchmark.com/SpeedTest/2285/WDC-WD6400AACS-00G8B1
HDD,Seagate,ST3320310CS 320GB,39.6,320GB,ST3320310CS,320GB,,https://hdd.userbenchmark.com/SpeedTest/10402/ST3320310CS
HDD,WD,WD10EVCS-63E0B0 1TB,39.6,1TB,WD10EVCS-63E0B0,1TB,,https://hdd.userbenchmark.com/SpeedTest/1803/WDC-WD10EVCS-63E0B0
HDD,WD,WD740ADFS-00SLR5 74GB,39.5,74GB,WD740ADFS-00SLR5,74GB,,https://hdd.userbenchmark.com/SpeedTest/4376/WDC-WD740ADFS-00SLR5
HDD,Hitachi,HTS725032A9A364 320GB,39.5,320GB,HTS725032A9A364,320GB,,https://hdd.userbenchmark.com/SpeedTest/3403/Hitachi-HTS725032A9A364
HDD,Hitachi,HTS723232A7A364 320GB,39.4,320GB,HTS723232A7A364,320GB,,https://hdd.userbenchmark.com/SpeedTest/2190/HITACHI-HTS723232A7A364
HDD,WD,WD1500ADFD-00NLR1 150GB,39.3,150GB,WD1500ADFD-00NLR1,150GB,,https://hdd.userbenchmark.com/SpeedTest/1836/WDC-WD1500ADFD-00NLR1
HDD,WD,"Blue 2.5"" 750GB (2010)",39.3,750GB,"Blue 2.5""",750GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/160/WDC-WD7500BPVT-24HXZT3
HDD,WD,Blue 250GB (2007),39.3,250GB,Blue,250GB,2007.0,https://hdd.userbenchmark.com/SpeedTest/1491/WDC-WD2500AAJS-22L7A0
HDD,Samsung,HD103UI 1TB,39.2,1TB,HD103UI,1TB,,https://hdd.userbenchmark.com/SpeedTest/5608/SAMSUNG-HD103UI
HDD,Samsung,HD251HJ 250GB,39.2,250GB,HD251HJ,250GB,,https://hdd.userbenchmark.com/SpeedTest/615/SAMSUNG-HD251HJ
HDD,Toshiba,MK2561GSYN 250GB,39.1,250GB,MK2561GSYN,250GB,,https://hdd.userbenchmark.com/SpeedTest/3299/TOSHIBA-MK2561GSYN
HDD,WD,WD1600ADFS-60SLR2 160GB,39.0,160GB,WD1600ADFS-60SLR2,160GB,,https://hdd.userbenchmark.com/SpeedTest/10871/WDC-WD1600ADFS-60SLR2
HDD,WD,WD10EACS-00ZJB0 1TB,39.0,1TB,WD10EACS-00ZJB0,1TB,,https://hdd.userbenchmark.com/SpeedTest/1758/WDC-WD10EACS-00ZJB0
HDD,WD,"Blue 2.5"" 500GB",38.9,500GB,"Blue 2.5""",500GB,,https://hdd.userbenchmark.com/SpeedTest/14364/WDC-WD5000BPVX-00JC3T0
HDD,Toshiba,MK7575GSX 750GB,38.9,750GB,MK7575GSX,750GB,,https://hdd.userbenchmark.com/SpeedTest/2614/TOSHIBA-MK7575GSX
HDD,WD,WD1500AHFD-00RAR5 150GB,38.9,150GB,WD1500AHFD-00RAR5,150GB,,https://hdd.userbenchmark.com/SpeedTest/1770/WDC-WD1500AHFD-00RAR5
HDD,Seagate,ST750LM022 HN-M750MBB 750GB,38.8,750GB,ST750LM022 HN-M750MBB,750GB,,https://hdd.userbenchmark.com/SpeedTest/434/ST750LM022-HN-M750MBB
HDD,WD,WD6400AAVS-00G9B1 640GB,38.8,640GB,WD6400AAVS-00G9B1,640GB,,https://hdd.userbenchmark.com/SpeedTest/3045/WDC-WD6400AAVS-00G9B1
HDD,Seagate,ST9250410AS 250GB,38.8,250GB,ST9250410AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/525/ST9250410AS
HDD,Samsung,HD200HJ 200GB,38.7,200GB,HD200HJ,200GB,,https://hdd.userbenchmark.com/SpeedTest/1948/SAMSUNG-HD200HJ
HDD,Excelstor,Technology J9250S 250GB,38.6,250GB,Technology J9250S,250GB,,https://hdd.userbenchmark.com/SpeedTest/5045/ExcelStor-Technology-J9250S
HDD,,OCZ-AGILITY3 120GB,38.5,120GB,OCZ-AGILITY3,120GB,,https://hdd.userbenchmark.com/SpeedTest/2512/OCZ-AGILITY3
HDD,WD,WD5000AVDS-63U7B1 500GB,38.4,500GB,WD5000AVDS-63U7B1,500GB,,https://hdd.userbenchmark.com/SpeedTest/3450/WDC-WD5000AVDS-63U7B1
HDD,Hitachi,HTS54757 750GB,38.4,750GB,HTS54757,750GB,,https://hdd.userbenchmark.com/SpeedTest/6112/Hitachi-HTS54757
HDD,Toshiba,MK6459GSX 640GB,38.3,640GB,MK6459GSX,640GB,,https://hdd.userbenchmark.com/SpeedTest/1212/TOSHIBA-MK6459GSX
HDD,WD,Blue 500GB (2007),38.1,500GB,Blue,500GB,2007.0,https://hdd.userbenchmark.com/SpeedTest/610/WDC-WD5000AAJS-00YFA0
HDD,WD,"Blue 2.5"" 320GB",38.0,320GB,"Blue 2.5""",320GB,,https://hdd.userbenchmark.com/SpeedTest/3840/WDC-WD3200LPVX-75V0TT0
HDD,Hitachi,HDT721025SLA380 250GB,38.0,250GB,HDT721025SLA380,250GB,,https://hdd.userbenchmark.com/SpeedTest/2907/Hitachi-HDT721025SLA380
HDD,Hitachi,HDS721075KLA330 750GB,38.0,750GB,HDS721075KLA330,750GB,,https://hdd.userbenchmark.com/SpeedTest/1370/Hitachi-HDS721075KLA330
HDD,Hitachi,Travelstar 5K750 750GB,37.9,750GB,Travelstar 5K750,750GB,,https://hdd.userbenchmark.com/SpeedTest/1367/Hitachi-HTS547575A9E384
HDD,Toshiba,MK3265GSX H 320GB,37.9,320GB,MK3265GSX H,320GB,,https://hdd.userbenchmark.com/SpeedTest/6469/TOSHIBA-MK3265GSX-H
HDD,WD,"Blue 2.5"" 320GB (2013)",37.9,320GB,"Blue 2.5""",320GB,2013.0,https://hdd.userbenchmark.com/SpeedTest/14140/WDC-WD3200LPCX-24C6HT0
HDD,Hitachi,Deskstar P7K500 250GB,37.8,250GB,Deskstar P7K500,250GB,,https://hdd.userbenchmark.com/SpeedTest/372/Hitachi-HDP725025GLA380
HDD,Toshiba,MK1059GSM 1TB,37.6,1TB,MK1059GSM,1TB,,https://hdd.userbenchmark.com/SpeedTest/1480/TOSHIBA-MK1059GSM
HDD,Hitachi,HUA721010KLA330 1TB,37.6,1TB,HUA721010KLA330,1TB,,https://hdd.userbenchmark.com/SpeedTest/3043/Hitachi-HUA721010KLA330
HDD,Hitachi,HDS721010KLA330 1TB,37.5,1TB,HDS721010KLA330,1TB,,https://hdd.userbenchmark.com/SpeedTest/2888/Hitachi-HDS721010KLA330
HDD,Seagate,ST9750423AS 750GB,37.5,750GB,ST9750423AS,750GB,,https://hdd.userbenchmark.com/SpeedTest/935/ST9750423AS
HDD,WD,WD2500AVJS-63B6A0 250GB,37.5,250GB,WD2500AVJS-63B6A0,250GB,,https://hdd.userbenchmark.com/SpeedTest/11610/WDC-WD2500AVJS-63B6A0
HDD,Hitachi,HDP725050GLA 500GB,37.4,500GB,HDP725050GLA,500GB,,https://hdd.userbenchmark.com/SpeedTest/4070/Hitachi-HDP725050GLA
HDD,WD,WD10TPVT-00H 1TB,37.4,1TB,WD10TPVT-00H,1TB,,https://hdd.userbenchmark.com/SpeedTest/6175/WDC-WD10TPVT-00H
HDD,Samsung,HN-M750MBB 750GB,37.4,750GB,HN-M750MBB,750GB,,https://hdd.userbenchmark.com/SpeedTest/121/SAMSUNG-HN-M750MBB
HDD,WD,WD5000ABYS-01TNA0 500GB,37.3,500GB,WD5000ABYS-01TNA0,500GB,,https://hdd.userbenchmark.com/SpeedTest/5181/WDC-WD5000ABYS-01TNA0
HDD,Toshiba,MK6476GSXN 640GB,37.2,640GB,MK6476GSXN,640GB,,https://hdd.userbenchmark.com/SpeedTest/6224/TOSHIBA-MK6476GSXN
HDD,Seagate,ST640LM001 HN-M640MBB 640GB,37.1,640GB,ST640LM001 HN-M640MBB,640GB,,https://hdd.userbenchmark.com/SpeedTest/2212/ST640LM001-HN-M640MBB
HDD,Seagate,ST9320421AS 320GB,37.0,320GB,ST9320421AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/6523/ST9320421AS
HDD,Seagate,ST1000LM010-9YH146 1TB,37.0,1TB,ST1000LM010-9YH146,1TB,,https://hdd.userbenchmark.com/SpeedTest/4168/ST1000LM010-9YH146
HDD,WD,WD800ADFS-75SLR2 80GB,36.9,80GB,WD800ADFS-75SLR2,80GB,,https://hdd.userbenchmark.com/SpeedTest/268/WDC-WD800ADFS-75SLR2
HDD,WD,"Black 2.5"" 250GB (2010)",36.9,250GB,"Black 2.5""",250GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/4008/WDC-WD2500BEKT-00PVM
HDD,Hitachi,HTS54505 500GB,36.8,500GB,HTS54505,500GB,,https://hdd.userbenchmark.com/SpeedTest/1400/Hitachi-HTS54505
HDD,Samsung,HM641JI 640GB,36.6,640GB,HM641JI,640GB,,https://hdd.userbenchmark.com/SpeedTest/2867/SAMSUNG-HM641JI
HDD,WD,WD3200BJKT-00F4T0 320GB,36.6,320GB,WD3200BJKT-00F4T0,320GB,,https://hdd.userbenchmark.com/SpeedTest/6337/WDC-WD3200BJKT-00F4T0
HDD,Seagate,ST9320423ASG 320GB,36.6,320GB,ST9320423ASG,320GB,,https://hdd.userbenchmark.com/SpeedTest/7583/ST9320423ASG
HDD,Maxtor,ST3320630NS 324GB,36.6,324GB,ST3320630NS,324GB,,https://hdd.userbenchmark.com/SpeedTest/9541/Maxtor--ST3320630NS
HDD,WD,WD5000AVVS-63H0B1 500GB,36.5,500GB,WD5000AVVS-63H0B1,500GB,,https://hdd.userbenchmark.com/SpeedTest/2986/WDC-WD5000AVVS-63H0B1
HDD,Seagate,ST1000LM002-9VQ14L 1TB,36.4,1TB,ST1000LM002-9VQ14L,1TB,,https://hdd.userbenchmark.com/SpeedTest/9979/ST1000LM002-9VQ14L
HDD,,OCZ-AGILITY3 60GB,36.3,60GB,OCZ-AGILITY3,60GB,,https://hdd.userbenchmark.com/SpeedTest/2437/OCZ-AGILITY3
HDD,Hitachi,Touro Mobile 3.0 1TB,36.3,1TB,Touro Mobile 3.0,1TB,,https://hdd.userbenchmark.com/SpeedTest/3230/HGST-Touro-Mobile-30
HDD,WD,WD5000AACS-00ZUB0 500GB,36.2,500GB,WD5000AACS-00ZUB0,500GB,,https://hdd.userbenchmark.com/SpeedTest/1623/WDC-WD5000AACS-00ZUB0
HDD,Seagate,ST9250421ASG 250GB,36.0,250GB,ST9250421ASG,250GB,,https://hdd.userbenchmark.com/SpeedTest/6246/ST9250421ASG
HDD,WD,WD7500AACS-00D6B0 750GB,35.8,750GB,WD7500AACS-00D6B0,750GB,,https://hdd.userbenchmark.com/SpeedTest/3233/WDC-WD7500AACS-00D6B0
HDD,Seagate,ST640LM000 HM641JI 640GB,35.7,640GB,ST640LM000 HM641JI,640GB,,https://hdd.userbenchmark.com/SpeedTest/9709/ST640LM000-HM641JI
HDD,Hitachi,HDS721032CLA362 320GB,35.7,320GB,HDS721032CLA362,320GB,,https://hdd.userbenchmark.com/SpeedTest/3419/Hitachi-HDS721032CLA362
HDD,Hitachi,HTS547564A9E384 640GB,35.7,640GB,HTS547564A9E384,640GB,,https://hdd.userbenchmark.com/SpeedTest/953/Hitachi-HTS547564A9E384
HDD,Seagate,ST9320423AS 320GB,35.7,320GB,ST9320423AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/131/ST9320423AS
HDD,WD,WD5001ABYS-01YNA0 500GB,35.6,500GB,WD5001ABYS-01YNA0,500GB,,https://hdd.userbenchmark.com/SpeedTest/5765/WDC-WD5001ABYS-01YNA0
HDD,Toshiba,MK3256GSY 320GB,35.6,320GB,MK3256GSY,320GB,,https://hdd.userbenchmark.com/SpeedTest/5782/TOSHIBA-MK3256GSY
HDD,Hitachi,Deskstar P7K500 320GB,35.6,320GB,Deskstar P7K500,320GB,,https://hdd.userbenchmark.com/SpeedTest/3494/Hitachi-HDP725032GLA360
HDD,Seagate,ST3500830AS 500GB,35.6,500GB,ST3500830AS,500GB,,https://hdd.userbenchmark.com/SpeedTest/3724/ST3500830AS
HDD,Hitachi,HDP725050GLAT80 500GB,35.5,500GB,HDP725050GLAT80,500GB,,https://hdd.userbenchmark.com/SpeedTest/2621/Hitachi-HDP725050GLAT80
HDD,Seagate,ST9640320AS 640GB,35.4,640GB,ST9640320AS,640GB,,https://hdd.userbenchmark.com/SpeedTest/492/ST9640320AS
HDD,Seagate,ST9320421ASG 320GB,35.3,320GB,ST9320421ASG,320GB,,https://hdd.userbenchmark.com/SpeedTest/10280/ST9320421ASG
HDD,Toshiba,MK6465GSX 640GB,35.3,640GB,MK6465GSX,640GB,,https://hdd.userbenchmark.com/SpeedTest/994/TOSHIBA-MK6465GSX
HDD,Toshiba,MK1059GSMP 1TB,35.1,1TB,MK1059GSMP,1TB,,https://hdd.userbenchmark.com/SpeedTest/604/TOSHIBA-MK1059GSMP
HDD,WD,"Blue 2.5"" 640GB (2010)",35.1,640GB,"Blue 2.5""",640GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/799/WDC-WD6400BPVT-80HXZT1
HDD,WD,"Blue 2.5"" 500GB (2010)",35.1,500GB,"Blue 2.5""",500GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/2839/WDC-WD5000BPVT-75HXZT3
HDD,WD,Blue 80GB (2007),35.1,80GB,Blue,80GB,2007.0,https://hdd.userbenchmark.com/SpeedTest/1866/WDC-WD800AAJS-60B4A0
HDD,WD,WD1000FYPS-01ZKB0 1TB,35.1,1TB,WD1000FYPS-01ZKB0,1TB,,https://hdd.userbenchmark.com/SpeedTest/9121/WDC-WD1000FYPS-01ZKB0
HDD,Hitachi,Deskstar P7K500 400GB,35.0,400GB,Deskstar P7K500,400GB,,https://hdd.userbenchmark.com/SpeedTest/5788/Hitachi-HDP725040GLA360
HDD,Samsung,HD320KJ 320GB,34.9,320GB,HD320KJ,320GB,,https://hdd.userbenchmark.com/SpeedTest/4162/SAMSUNG-HD320KJ
HDD,Seagate,ST3250820NS 250GB,34.9,250GB,ST3250820NS,250GB,,https://hdd.userbenchmark.com/SpeedTest/11777/ST3250820NS
HDD,Samsung,HM321HI 320GB,34.9,320GB,HM321HI,320GB,,https://hdd.userbenchmark.com/SpeedTest/2705/SAMSUNG-HM321HI
HDD,Toshiba,MK6465GSXN 640GB,34.8,640GB,MK6465GSXN,640GB,,https://hdd.userbenchmark.com/SpeedTest/1267/TOSHIBA-MK6465GSXN
HDD,Maxtor,STM3250820AS 250GB,34.8,250GB,STM3250820AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/1310/MAXTOR-STM3250820AS
HDD,Seagate,ST3360320AS 360GB,34.8,360GB,ST3360320AS,360GB,,https://hdd.userbenchmark.com/SpeedTest/1850/ST3360320AS
HDD,,GB0500C4413 500GB,34.8,500GB,GB0500C4413,500GB,,https://hdd.userbenchmark.com/SpeedTest/1828/GB0500C4413
HDD,Maxtor,STM3500630AS 500GB,34.7,500GB,STM3500630AS,500GB,,https://hdd.userbenchmark.com/SpeedTest/1780/MAXTOR-STM3500630AS
HDD,Seagate,ST3320620NS 320GB,34.7,320GB,ST3320620NS,320GB,,https://hdd.userbenchmark.com/SpeedTest/5481/ST3320620NS
HDD,Samsung,HM501II 500GB,34.7,500GB,HM501II,500GB,,https://hdd.userbenchmark.com/SpeedTest/8100/SAMSUNG-HM501II
HDD,Maxtor,STM3320820AS 320GB,34.7,320GB,STM3320820AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/1541/MAXTOR-STM3320820AS
HDD,WD,WD1600BJKT-75F4T0 160GB,34.6,160GB,WD1600BJKT-75F4T0,160GB,,https://hdd.userbenchmark.com/SpeedTest/5905/WDC-WD1600BJKT-75F4T0
HDD,WD,WD3201ABYS-01B9A0 320GB,34.6,320GB,WD3201ABYS-01B9A0,320GB,,https://hdd.userbenchmark.com/SpeedTest/6707/WDC-WD3201ABYS-01B9A0
HDD,Maxtor,STM3320620AS 320GB,34.6,320GB,STM3320620AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/3702/MAXTOR-STM3320620AS
HDD,Samsung,HM500JI 500GB,34.6,500GB,HM500JI,500GB,,https://hdd.userbenchmark.com/SpeedTest/1276/SAMSUNG-HM500JI
HDD,Seagate,ST3750640AS 750GB,34.6,750GB,ST3750640AS,750GB,,https://hdd.userbenchmark.com/SpeedTest/1206/ST3750640AS
HDD,Toshiba,MK1665GSX 160GB,34.5,160GB,MK1665GSX,160GB,,https://hdd.userbenchmark.com/SpeedTest/9119/TOSHIBA-MK1665GSX
HDD,WD,WD1601ABYS-01C0A0 165GB,34.5,165GB,WD1601ABYS-01C0A0,165GB,,https://hdd.userbenchmark.com/SpeedTest/6509/WDC-WD1601ABYS-01C0A0
HDD,WD,Blue 400GB (2008),34.5,400GB,Blue,400GB,2008.0,https://hdd.userbenchmark.com/SpeedTest/3883/WDC-WD4000AAKS-00YGA0
HDD,WD,WD7500AYPS-01ZKB0 750GB,34.4,750GB,WD7500AYPS-01ZKB0,750GB,,https://hdd.userbenchmark.com/SpeedTest/7309/WDC-WD7500AYPS-01ZKB0
HDD,Seagate,ST3250620NS 250GB,34.3,250GB,ST3250620NS,250GB,,https://hdd.userbenchmark.com/SpeedTest/3394/ST3250620NS
HDD,Toshiba,MK3265GSX 320GB,34.3,320GB,MK3265GSX,320GB,,https://hdd.userbenchmark.com/SpeedTest/382/TOSHIBA-MK3265GSX
HDD,Seagate,ST3750840AS 750GB,34.3,750GB,ST3750840AS,750GB,,https://hdd.userbenchmark.com/SpeedTest/3075/ST3750840AS
HDD,Seagate,ST3300620AS 300GB,34.2,300GB,ST3300620AS,300GB,,https://hdd.userbenchmark.com/SpeedTest/6252/ST3300620AS
HDD,Seagate,ST3500630AS 500GB,34.2,500GB,ST3500630AS,500GB,,https://hdd.userbenchmark.com/SpeedTest/20/ST3500630AS
HDD,Seagate,"Momentus Thin 5400 2.5"" 320GB",34.2,320GB,"Momentus Thin 5400 2.5""",320GB,,https://hdd.userbenchmark.com/SpeedTest/855/ST320LT020-9YG142
HDD,WD,"Blue 2.5"" 640GB (2009)",34.2,640GB,"Blue 2.5""",640GB,2009.0,https://hdd.userbenchmark.com/SpeedTest/503/WDC-WD6400BEVT-22A0RT0
HDD,Seagate,Barracuda 7200.10 320GB,34.1,320GB,Barracuda 7200.10,320GB,,https://hdd.userbenchmark.com/SpeedTest/257/ST3320620AS
HDD,Hitachi,HCC547550A9E380 500GB,34.0,500GB,HCC547550A9E380,500GB,,https://hdd.userbenchmark.com/SpeedTest/8947/Hitachi-HCC547550A9E380
HDD,Samsung,Spinpoint T166 500GB,34.0,500GB,Spinpoint T166,500GB,,https://hdd.userbenchmark.com/SpeedTest/946/SAMSUNG-HD501LJ
HDD,WD,"Blue 2.5"" 160GB (2010)",33.9,160GB,"Blue 2.5""",160GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/4951/WDC-WD1600BPVT-22ZEST0
HDD,WD,"Black 2.5"" 160GB (2010)",33.9,160GB,"Black 2.5""",160GB,2010.0,https://hdd.userbenchmark.com/SpeedTest/2369/WDC-WD1600BEKT-60V5T1
HDD,Excelstor,Technology V8160 165GB,33.9,165GB,Technology V8160,165GB,,https://hdd.userbenchmark.com/SpeedTest/6697/ExcelStor-Technology-V8160
HDD,Toshiba,MK6475GS 640GB,33.8,640GB,MK6475GS,640GB,,https://hdd.userbenchmark.com/SpeedTest/3610/TOSHIBA-MK6475GS
HDD,Hitachi,HTS547550A9E384 500GB,33.8,500GB,HTS547550A9E384,500GB,,https://hdd.userbenchmark.com/SpeedTest/938/Hitachi-HTS547550A9E384
HDD,Seagate,ST3250820AS 250GB,33.8,250GB,ST3250820AS,250GB,,https://hdd.userbenchmark.com/SpeedTest/1655/ST3250820AS
HDD,Seagate,ST3320820AS 320GB,33.8,320GB,ST3320820AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/1469/ST3320820AS
HDD,WD,WD1600AVJS-63SWA0 160GB,33.8,160GB,WD1600AVJS-63SWA0,160GB,,https://hdd.userbenchmark.com/SpeedTest/2491/WDC-WD1600AVJS-63SWA0
HDD,Seagate,ST3400620AS 400GB,33.7,400GB,ST3400620AS,400GB,,https://hdd.userbenchmark.com/SpeedTest/5340/ST3400620AS
HDD,Maxtor,STM3320620AS 320GB,33.7,320GB,STM3320620AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/7871/MAXTOR--STM3320620AS
HDD,Seagate,ST3400820AS 400GB,33.7,400GB,ST3400820AS,400GB,,https://hdd.userbenchmark.com/SpeedTest/3144/ST3400820AS
HDD,Samsung,HM250HI 250GB,33.7,250GB,HM250HI,250GB,,https://hdd.userbenchmark.com/SpeedTest/2355/SAMSUNG-HM250HI
HDD,Seagate,"Momentus Thin 5400.9 2.5"" 320GB",33.7,320GB,"Momentus Thin 5400.9 2.5""",320GB,,https://hdd.userbenchmark.com/SpeedTest/3598/ST320LT012-9WS14C
HDD,Seagate,ST320LM001 HN-M320MBB 320GB,33.6,320GB,ST320LM001 HN-M320MBB,320GB,,https://hdd.userbenchmark.com/SpeedTest/5867/ST320LM001-HN-M320MBB
HDD,Maxtor,S TM3320820AS 320GB,33.6,320GB,S TM3320820AS,320GB,,https://hdd.userbenchmark.com/SpeedTest/2573/MAXTOR-S-TM3320820AS
